"id","dname","hint","img","qual","cost","notes","attrib","manacost","cooldown","lore","components","created","charges"
168,"Desolator","Passive: Soul Stealer  Desolator gains +2 damage every time an enemy hero dies while affected by Corruption, to a maximum of 30.","/apps/dota2/images/dota_react/items/desolator.png?t=1593393829403","artifact",3500,"Armor reduction works on buildings.","[{'key': 'bonus_damage', 'header': 'BONUS DAMAGE:', 'value': '50'}, {'key': 'corruption_armor', 'header': 'CORRUPTION ARMOR:', 'value': '-6'}, {'key': 'corruption_duration', 'header': 'CORRUPTION DURATION:', 'value': '7.0'}, {'key': 'bonus_damage_per_kill', 'header': 'BONUS DAMAGE PER KILL:', 'value': '2'}, {'key': 'bonus_damage_per_assist', 'header': 'BONUS DAMAGE PER ASSIST:', 'value': '1'}, {'key': 'max_damage', 'header': 'MAX DAMAGE:', 'value': '30'}]",0,0,"A wicked weapon, used in torturing political criminals.","['mithril_hammer', 'mithril_hammer', 'blight_stone']",True,False
172,"Mask of Madness","Passive: Lifesteal Heals the attacker for a percentage of attack damage dealt. Lifesteal from creeps is reduced by 40%.","/apps/dota2/images/dota_react/items/mask_of_madness.png?t=1593393829403","artifact",1900,"","[{'key': 'bonus_damage', 'header': 'BONUS DAMAGE:', 'value': '20'}, {'key': 'lifesteal_percent', 'header': 'LIFESTEAL PERCENT:', 'value': '24'}, {'key': 'creep_lifesteal_reduction_pct', 'header': 'CREEP LIFESTEAL REDUCTION PCT:', 'value': '40'}, {'key': 'berserk_bonus_attack_speed', 'header': 'BERSERK BONUS ATTACK SPEED:', 'value': '110'}, {'key': 'berserk_bonus_movement_speed', 'header': 'BERSERK BONUS MOVEMENT SPEED:', 'value': '30'}, {'key': 'berserk_armor_reduction', 'header': 'BERSERK ARMOR REDUCTION:', 'value': '8'}, {'key': 'berserk_duration', 'header': 'BERSERK DURATION:', 'value': '6.0'}]",25,16,"Once this mask is worn, its bearer becomes an uncontrollable aggressive force.","['lifesteal', 'broadsword']",True,False
172,"Mask of Madness","Active: Berserk Gives 110 attack speed and 30 movement speed, but reduces your armor by 8 and silences you. Lasts 6 seconds.","/apps/dota2/images/dota_react/items/mask_of_madness.png?t=1593393829403","artifact",1900,"","[{'key': 'bonus_damage', 'header': 'BONUS DAMAGE:', 'value': '20'}, {'key': 'lifesteal_percent', 'header': 'LIFESTEAL PERCENT:', 'value': '24'}, {'key': 'creep_lifesteal_reduction_pct', 'header': 'CREEP LIFESTEAL REDUCTION PCT:', 'value': '40'}, {'key': 'berserk_bonus_attack_speed', 'header': 'BERSERK BONUS ATTACK SPEED:', 'value': '110'}, {'key': 'berserk_bonus_movement_speed', 'header': 'BERSERK BONUS MOVEMENT SPEED:', 'value': '30'}, {'key': 'berserk_armor_reduction', 'header': 'BERSERK ARMOR REDUCTION:', 'value': '8'}, {'key': 'berserk_duration', 'header': 'BERSERK DURATION:', 'value': '6.0'}]",25,16,"Once this mask is worn, its bearer becomes an uncontrollable aggressive force.","['lifesteal', 'broadsword']",True,False
174,"Diffusal Blade","Active: Inhibit Targets an enemy, slowing it for 4 seconds.

Range: 600","/apps/dota2/images/dota_react/items/diffusal_blade.png?t=1593393829403","artifact",2500,"Does not stack with other diffusal blades.","[{'key': 'bonus_agility', 'header': 'BONUS AGILITY:', 'value': '15'}, {'key': 'bonus_intellect', 'header': 'BONUS INTELLECT:', 'value': '10'}, {'key': 'feedback_mana_burn', 'header': 'FEEDBACK MANA BURN:', 'value': '40'}, {'key': 'feedback_mana_burn_illusion_melee', 'header': 'FEEDBACK MANA BURN ILLUSION MELEE:', 'value': '8'}, {'key': 'feedback_mana_burn_illusion_ranged', 'header': 'FEEDBACK MANA BURN ILLUSION RANGED:', 'value': '8'}, {'key': 'purge_rate', 'header': 'PURGE RATE:', 'value': '5'}, {'key': 'purge_root_duration', 'header': 'PURGE ROOT DURATION:', 'value': '3.0'}, {'key': 'purge_slow_duration', 'header': 'PURGE SLOW DURATION:', 'value': '4.0'}, {'key': 'damage_per_burn', 'header': 'DAMAGE PER BURN:', 'value': '1'}]",0,15,"An enchanted blade that allows the user to cut straight into the enemy's soul.","['blade_of_alacrity', 'robe']",True,False
174,"Diffusal Blade","Passive: Manabreak Each attack burns 40 mana from the target, and deals 1 physical damage per burned mana. 

Burns 8 mana per attack from melee illusions and 8 mana per attack from ranged illusions.","/apps/dota2/images/dota_react/items/diffusal_blade.png?t=1593393829403","artifact",2500,"Does not stack with other diffusal blades.","[{'key': 'bonus_agility', 'header': 'BONUS AGILITY:', 'value': '15'}, {'key': 'bonus_intellect', 'header': 'BONUS INTELLECT:', 'value': '10'}, {'key': 'feedback_mana_burn', 'header': 'FEEDBACK MANA BURN:', 'value': '40'}, {'key': 'feedback_mana_burn_illusion_melee', 'header': 'FEEDBACK MANA BURN ILLUSION MELEE:', 'value': '8'}, {'key': 'feedback_mana_burn_illusion_ranged', 'header': 'FEEDBACK MANA BURN ILLUSION RANGED:', 'value': '8'}, {'key': 'purge_rate', 'header': 'PURGE RATE:', 'value': '5'}, {'key': 'purge_root_duration', 'header': 'PURGE ROOT DURATION:', 'value': '3.0'}, {'key': 'purge_slow_duration', 'header': 'PURGE SLOW DURATION:', 'value': '4.0'}, {'key': 'damage_per_burn', 'header': 'DAMAGE PER BURN:', 'value': '1'}]",0,15,"An enchanted blade that allows the user to cut straight into the enemy's soul.","['blade_of_alacrity', 'robe']",True,False
176,"Ethereal Blade","Active: Ether Blast Converts the target unit to ethereal form, rendering them immune to physical damage, but unable to attack and -40% more vulnerable to magic damage.

 Enemy targets are also slowed by -80%, and take 1.5x your target's primary attribute + 50 as magical damage.

Range: 800
Duration: 4 seconds","/apps/dota2/images/dota_react/items/ethereal_blade.png?t=1593393829403","epic",5375,"Shares cooldown with Ghost Scepter.
Ethereal units take -40% bonus magic damage.
For Universal Heroes, their primary attribute is 60% the sum of all their attributes.
Using a Town Portal Scroll or Boots of Travel will not dispel Ethereal Form.","[{'key': 'bonus_agility', 'header': 'BONUS AGILITY:', 'value': '8'}, {'key': 'bonus_strength', 'header': 'BONUS STRENGTH:', 'value': '8'}, {'key': 'bonus_intellect', 'header': 'BONUS INTELLECT:', 'value': '8'}, {'key': 'bonus_mana', 'header': 'BONUS MANA:', 'value': '300'}, {'key': 'bonus_cast_range', 'header': 'BONUS CAST RANGE:', 'value': '250'}, {'key': 'bonus_mana_regen', 'header': 'BONUS MANA REGEN:', 'value': '3'}, {'key': 'blast_movement_slow', 'header': 'BLAST MOVEMENT SLOW:', 'value': '-80'}, {'key': 'duration', 'header': 'DURATION:', 'value': '4.0'}, {'key': 'blast_agility_multiplier', 'header': 'BLAST AGILITY MULTIPLIER:', 'value': '1.5'}, {'key': 'blast_damage_base', 'header': 'BLAST DAMAGE BASE:', 'value': '50'}, {'key': 'duration_ally', 'header': 'DURATION ALLY:', 'value': '4.0'}, {'key': 'ethereal_damage_bonus', 'header': 'ETHEREAL DAMAGE BONUS:', 'value': '-40'}, {'key': 'projectile_speed', 'header': 'PROJECTILE SPEED:', 'value': '1275'}]",100,22,"A flickering blade of a ghastly nature, it is capable of dealing damage in both magical and physical planes.","['aether_lens', 'ghost']",True,False
178,"Soul Ring","Active: Sacrifice Consume %abilityhealthcost% health to temporarily gain 170 mana.  Lasts 10 seconds.

If the mana gained cannot fit in your mana pool, it creates a buffer of mana that will be used before your mana pool.","/apps/dota2/images/dota_react/items/soul_ring.png?t=1593393829403","common",805,"If this mana is not used before the duration ends, the extra mana is lost.","[{'key': 'bonus_strength', 'header': 'BONUS STRENGTH:', 'value': '6'}, {'key': 'bonus_armor', 'header': 'BONUS ARMOR:', 'value': '2'}, {'key': 'mana_gain', 'header': 'MANA GAIN:', 'value': '170'}, {'key': 'duration', 'header': 'DURATION:', 'value': '10'}]",0,25,"A ring that feeds on the souls of those who wear it.","['ring_of_protection', 'gauntlets', 'gauntlets']",True,False
180,"Arcane Boots","Active: Replenish Mana Restores 175 mana to all nearby allies.

Radius: 1200","/apps/dota2/images/dota_react/items/arcane_boots.png?t=1593393829403","rare",1300,"Does not work on Meepo clones.","[{'key': 'bonus_movement', 'header': 'BONUS MOVEMENT:', 'value': '45'}, {'key': 'mana_regen', 'header': 'MANA REGEN:', 'value': '0.75'}, {'key': 'aura_mana_regen', 'header': 'AURA MANA REGEN:', 'value': '1'}, {'key': 'aura_radius', 'header': 'AURA RADIUS:', 'value': '1200'}, {'key': 'replenish_amount', 'header': 'REPLENISH AMOUNT:', 'value': '175'}, {'key': 'replenish_radius', 'header': 'REPLENISH RADIUS:', 'value': '1200'}]",0,55,"Magi equipped with these boots are valued in battle.","['boots', 'ring_of_basilius']",True,False
180,"Arcane Boots","Movement speed bonuses from multiple pairs of boots do not stack.","/apps/dota2/images/dota_react/items/arcane_boots.png?t=1593393829403","rare",1300,"Does not work on Meepo clones.","[{'key': 'bonus_movement', 'header': 'BONUS MOVEMENT:', 'value': '45'}, {'key': 'mana_regen', 'header': 'MANA REGEN:', 'value': '0.75'}, {'key': 'aura_mana_regen', 'header': 'AURA MANA REGEN:', 'value': '1'}, {'key': 'aura_radius', 'header': 'AURA RADIUS:', 'value': '1200'}, {'key': 'replenish_amount', 'header': 'REPLENISH AMOUNT:', 'value': '175'}, {'key': 'replenish_radius', 'header': 'REPLENISH RADIUS:', 'value': '1200'}]",0,55,"Magi equipped with these boots are valued in battle.","['boots', 'ring_of_basilius']",True,False
180,"Arcane Boots","Passive: Basilius Aura Grants 1 mana regeneration to allies. 

Radius: 1200","/apps/dota2/images/dota_react/items/arcane_boots.png?t=1593393829403","rare",1300,"Does not work on Meepo clones.","[{'key': 'bonus_movement', 'header': 'BONUS MOVEMENT:', 'value': '45'}, {'key': 'mana_regen', 'header': 'MANA REGEN:', 'value': '0.75'}, {'key': 'aura_mana_regen', 'header': 'AURA MANA REGEN:', 'value': '1'}, {'key': 'aura_radius', 'header': 'AURA RADIUS:', 'value': '1200'}, {'key': 'replenish_amount', 'header': 'REPLENISH AMOUNT:', 'value': '175'}, {'key': 'replenish_radius', 'header': 'REPLENISH RADIUS:', 'value': '1200'}]",0,55,"Magi equipped with these boots are valued in battle.","['boots', 'ring_of_basilius']",True,False
181,"Orb of Venom","Passive: Poison Attack Poisons the target, dealing 2 magical damage per second and slowing movement by -13% if the equipped hero is melee, or by -4% if they are ranged. Lasts for 2 seconds.","/apps/dota2/images/dota_react/items/orb_of_venom.png?t=1593393829403","component",275,"Does not stack with its upgrades.","[{'key': 'poison_damage_melee', 'header': 'POISON DAMAGE MELEE:', 'value': '2.0'}, {'key': 'poison_damage_range', 'header': 'POISON DAMAGE RANGE:', 'value': '2.0'}, {'key': 'poison_movement_speed_melee', 'header': 'POISON MOVEMENT SPEED MELEE:', 'value': '-13'}, {'key': 'poison_movement_speed_range', 'header': 'POISON MOVEMENT SPEED RANGE:', 'value': '-4'}, {'key': 'poison_duration', 'header': 'POISON DURATION:', 'value': '2.0'}]",0,0,"Envenoms your veapon with the venom of a venomous viper.","None",False,False
182,"Stout Shield","Passive: Damage Block Grants a 50% chance to block 20 damage from incoming attacks on melee heroes, and 8 damage on ranged.","/apps/dota2/images/dota_react/items/stout_shield.png?t=1593393829403","component",100,"Multiple sources of damage block do not stack.","[{'key': 'damage_block_melee', 'header': 'DAMAGE BLOCK MELEE:', 'value': '20'}, {'key': 'damage_block_ranged', 'header': 'DAMAGE BLOCK RANGED:', 'value': '8'}, {'key': 'block_chance', 'header': 'BLOCK CHANCE:', 'value': '50'}]",0,0,"One man's wine barrel bottom is another man's shield.","None",False,False
185,"Drum of Endurance","Passive: Swiftness Aura Grants 20 movement speed to allies.  

Radius: 1200","/apps/dota2/images/dota_react/items/ancient_janggo.png?t=1593393829403","rare",1650,"","[{'key': 'aura_movement_speed', 'header': 'AURA MOVEMENT SPEED:', 'value': '20'}, {'key': 'bonus_str', 'header': 'BONUS STR:', 'value': '7'}, {'key': 'bonus_int', 'header': 'BONUS INT:', 'value': '7'}, {'key': 'bonus_attack_speed_pct', 'header': 'BONUS ATTACK SPEED PCT:', 'value': '45'}, {'key': 'bonus_movement_speed_pct', 'header': 'BONUS MOVEMENT SPEED PCT:', 'value': '13'}, {'key': 'duration', 'header': 'DURATION:', 'value': '6'}, {'key': 'radius', 'header': 'RADIUS:', 'value': '1200'}, {'key': 'charges_tooltip', 'header': 'CHARGES TOOLTIP:', 'value': '8'}]",0,30,"A relic that enchants the bodies of those around it for swifter movement in times of crisis.","['belt_of_strength', 'robe', 'wind_lace']",True,8
185,"Drum of Endurance","Active: Endurance Consumes a charge and gives +45 attack speed and +13% movement speed to nearby allies for 6 seconds. 

Comes with 8 charges.

Radius: 1200  ","/apps/dota2/images/dota_react/items/ancient_janggo.png?t=1593393829403","rare",1650,"","[{'key': 'aura_movement_speed', 'header': 'AURA MOVEMENT SPEED:', 'value': '20'}, {'key': 'bonus_str', 'header': 'BONUS STR:', 'value': '7'}, {'key': 'bonus_int', 'header': 'BONUS INT:', 'value': '7'}, {'key': 'bonus_attack_speed_pct', 'header': 'BONUS ATTACK SPEED PCT:', 'value': '45'}, {'key': 'bonus_movement_speed_pct', 'header': 'BONUS MOVEMENT SPEED PCT:', 'value': '13'}, {'key': 'duration', 'header': 'DURATION:', 'value': '6'}, {'key': 'radius', 'header': 'RADIUS:', 'value': '1200'}, {'key': 'charges_tooltip', 'header': 'CHARGES TOOLTIP:', 'value': '8'}]",0,30,"A relic that enchants the bodies of those around it for swifter movement in times of crisis.","['belt_of_strength', 'robe', 'wind_lace']",True,8
187,"Medallion of Courage","Active: Valor If cast on an ally, grants them the -6 armor, and removing it from the caster. 

If cast on an enemy, reduces -6 armor on both the enemy and the caster. 

Range: 1000

Duration: 8","/apps/dota2/images/dota_react/items/medallion_of_courage.png?t=1593393829403","rare",1025,"Shares cooldown with Solar Crest.","[{'key': 'bonus_armor', 'header': 'BONUS ARMOR:', 'value': '5'}, {'key': 'bonus_mana_regen_pct', 'header': 'BONUS MANA REGEN PCT:', 'value': '1.5'}, {'key': 'armor_reduction', 'header': 'ARMOR REDUCTION:', 'value': '-6'}, {'key': 'duration', 'header': 'DURATION:', 'value': '8'}]",0,16,"The bearer has no fear of combat.","['chainmail', 'sobi_mask', 'blight_stone']",True,False
188,"Smoke of Deceit","Use: Disguise Turns the caster and all allied player-controlled units in a 1200 radius invisible, and grants 15% bonus movement speed for 45 seconds. 

 While the caster is still disguised, any allies that come within 300 range of them will also get the buff applied to them. Each smoke can only be applied once to allies. 

Attacking or moving within 1025 range of an enemy hero or tower, will break the invisibility. 

Disguise grants invisibility that is immune to True Sight.","/apps/dota2/images/dota_react/items/smoke_of_deceit.png?t=1593393829403","consumable",50,"","[{'key': 'application_radius', 'header': 'APPLICATION RADIUS:', 'value': '1200'}, {'key': 'visibility_radius', 'header': 'VISIBILITY RADIUS:', 'value': '1025'}, {'key': 'bonus_movement_speed', 'header': 'BONUS MOVEMENT SPEED:', 'value': '15'}, {'key': 'duration', 'header': 'DURATION:', 'value': '45.0'}, {'key': 'second_cast_cooldown', 'header': 'SECOND CAST COOLDOWN:', 'value': '2.0'}, {'key': 'secondary_application_radius', 'header': 'SECONDARY APPLICATION RADIUS:', 'value': '300'}]",0,1,"The charlatan wizard Myrddin's only true contribution to the arcane arts.","None",False,1
190,"Veil of Discord","Active: Magic Weakness Cast a 900 radius blast that causes enemy heroes to take 10% increased damage from spells.

Duration: 16 seconds.","/apps/dota2/images/dota_react/items/veil_of_discord.png?t=1593393829403","rare",1725,"","[{'key': 'bonus_all_stats', 'header': 'BONUS ALL STATS:', 'value': '5'}, {'key': 'bonus_armor', 'header': 'BONUS ARMOR:', 'value': '5'}, {'key': 'bonus_hp_regen', 'header': 'BONUS HP REGEN:', 'value': '5'}, {'key': 'spell_amp', 'header': 'SPELL AMP:', 'value': '10'}, {'key': 'debuff_radius', 'header': 'DEBUFF RADIUS:', 'value': '900'}, {'key': 'resist_debuff_duration', 'header': 'RESIST DEBUFF DURATION:', 'value': '16.0'}]",50,16,"The headwear of corrupt magi.","['helm_of_iron_will', 'crown']",True,False
193,"Necronomicon","Active: Demonic Summoning Summons a Warrior and an Archer to fight for you for 60 seconds.

Warrior: Burns mana every hit, and deals magical damage to whoever kills it. Gains True Sight at level 3.
Health: 800
Damage: 25
Mana Break Damage: 30
Last Will Damage: 600

Archer: Has a passive movement and attack speed aura. Gains Purge at Level 3.
Health: 800
Damage: 37
Aura Move Speed: 5
Aura Radius: 1200","/apps/dota2/images/dota_react/items/necronomicon_2.png?t=1593393829403","rare",3300,"","[{'key': 'bonus_strength', 'header': 'BONUS STRENGTH:', 'value': '6 / 12 / 18'}, {'key': 'bonus_mana_regen', 'header': 'BONUS MANA REGEN:', 'value': '2 / 3 / 4'}, {'key': 'summon_duration', 'header': 'SUMMON DURATION:', 'value': '60'}, {'key': 'warrior_health_tooltip', 'header': 'WARRIOR HEALTH TOOLTIP:', 'value': '800 / 1200 / 1600'}, {'key': 'warrior_damage_tooltip', 'header': 'WARRIOR DAMAGE TOOLTIP:', 'value': '25 / 45 / 65'}, {'key': 'warrior_mana_feedback', 'header': 'WARRIOR MANA FEEDBACK:', 'value': '30 / 40 / 50'}, {'key': 'warrior_mana_break_tooltip', 'header': 'WARRIOR MANA BREAK TOOLTIP:', 'value': '30 / 40 / 50'}, {'key': 'explosion', 'header': 'EXPLOSION:', 'value': '600 / 700 / 800'}, {'key': 'warrior_truesight', 'header': 'WARRIOR TRUESIGHT:', 'value': '400 / 800 / 1200'}, {'key': 'archer_health_tooltip', 'header': 'ARCHER HEALTH TOOLTIP:', 'value': '800 / 1200 / 1600'}, {'key': 'archer_damage_tooltip', 'header': 'ARCHER DAMAGE TOOLTIP:', 'value': '37 / 57 / 75'}, {'key': 'archer_mana_burn', 'header': 'ARCHER MANA BURN:', 'value': '125 / 175 / 225'}, {'key': 'archer_aura_radius_tooltip', 'header': 'ARCHER AURA RADIUS TOOLTIP:', 'value': '1200'}, {'key': 'archer_move_speed', 'header': 'ARCHER MOVE SPEED:', 'value': '5 / 7 / 9'}]",150,80,"Considered the ultimate in necromancy and demonology, a powerful malefic force is locked within its pages.","['necronomicon', 'recipe_necronomicon']",True,False
194,"Necronomicon","Active: Demonic Summoning Summons a Warrior and an Archer to fight for you for 60 seconds.

Warrior: Burns mana every hit, and deals magical damage to whoever kills it. Gains True Sight at level 3.
Health: 800
Damage: 25
Mana Break Damage: 30
Last Will Damage: 600

Archer: Has a passive movement and attack speed aura. Gains Purge at Level 3.
Health: 800
Damage: 37
Aura Move Speed: 5
Aura Radius: 1200","/apps/dota2/images/dota_react/items/necronomicon_3.png?t=1593393829403","rare",4550,"","[{'key': 'bonus_strength', 'header': 'BONUS STRENGTH:', 'value': '6 / 12 / 18'}, {'key': 'bonus_mana_regen', 'header': 'BONUS MANA REGEN:', 'value': '2 / 3 / 4'}, {'key': 'summon_duration', 'header': 'SUMMON DURATION:', 'value': '60'}, {'key': 'warrior_health_tooltip', 'header': 'WARRIOR HEALTH TOOLTIP:', 'value': '800 / 1200 / 1600'}, {'key': 'warrior_damage_tooltip', 'header': 'WARRIOR DAMAGE TOOLTIP:', 'value': '25 / 45 / 65'}, {'key': 'warrior_mana_feedback', 'header': 'WARRIOR MANA FEEDBACK:', 'value': '30 / 40 / 50'}, {'key': 'warrior_mana_break_tooltip', 'header': 'WARRIOR MANA BREAK TOOLTIP:', 'value': '30 / 40 / 50'}, {'key': 'explosion', 'header': 'EXPLOSION:', 'value': '600 / 700 / 800'}, {'key': 'warrior_truesight', 'header': 'WARRIOR TRUESIGHT:', 'value': '400 / 800 / 1200'}, {'key': 'archer_health_tooltip', 'header': 'ARCHER HEALTH TOOLTIP:', 'value': '800 / 1200 / 1600'}, {'key': 'archer_damage_tooltip', 'header': 'ARCHER DAMAGE TOOLTIP:', 'value': '37 / 57 / 75'}, {'key': 'archer_mana_burn', 'header': 'ARCHER MANA BURN:', 'value': '125 / 175 / 225'}, {'key': 'archer_aura_radius_tooltip', 'header': 'ARCHER AURA RADIUS TOOLTIP:', 'value': '1200'}, {'key': 'archer_move_speed', 'header': 'ARCHER MOVE SPEED:', 'value': '5 / 7 / 9'}]",150,80,"Considered the ultimate in necromancy and demonology, a powerful malefic force is locked within its pages.","['necronomicon_2', 'recipe_necronomicon']",True,False
201,"Dagon","Active: Energy Burst Emits a powerful burst of magical damage upon a targeted enemy unit. Upgradable.

Damage: 400
Range: 700
Mana Cost: 120","/apps/dota2/images/dota_react/items/dagon_2.png?t=1593393829403","rare",4000,"Instantly kills illusions.","[{'key': 'bonus_int', 'header': 'BONUS INT:', 'value': '7 / 9 / 11 / 13 / 15'}, {'key': 'bonus_str', 'header': 'BONUS STR:', 'value': '7 / 9 / 11 / 13 / 15'}, {'key': 'bonus_agi', 'header': 'BONUS AGI:', 'value': '7 / 9 / 11 / 13 / 15'}, {'key': 'damage', 'header': 'DAMAGE:', 'value': '400 / 500 / 600 / 700 / 800'}, {'key': 'damage_delay', 'header': 'DAMAGE DELAY:', 'value': '0'}, {'key': 'mana_cost_tooltip', 'header': 'MANA COST TOOLTIP:', 'value': '120 / 140 / 160 / 180 / 200'}, {'key': 'int_damage', 'header': 'INT DAMAGE:', 'value': '0'}, {'key': 'passive_spell_lifesteal', 'header': 'PASSIVE SPELL LIFESTEAL:', 'value': '11 / 12 / 13 / 14 / 15'}, {'key': 'dagon_spell_lifesteal', 'header': 'DAGON SPELL LIFESTEAL:', 'value': '75'}]",120,35,"A lesser wand that grows in power the longer it is used, it brings magic to the fingertips of the user.","",True,False
202,"Dagon","Active: Energy Burst Emits a powerful burst of magical damage upon a targeted enemy unit. Upgradable.

Damage: 400
Range: 700
Mana Cost: 120","/apps/dota2/images/dota_react/items/dagon_3.png?t=1593393829403","rare",5150,"Instantly kills illusions.","[{'key': 'bonus_int', 'header': 'BONUS INT:', 'value': '7 / 9 / 11 / 13 / 15'}, {'key': 'bonus_str', 'header': 'BONUS STR:', 'value': '7 / 9 / 11 / 13 / 15'}, {'key': 'bonus_agi', 'header': 'BONUS AGI:', 'value': '7 / 9 / 11 / 13 / 15'}, {'key': 'damage', 'header': 'DAMAGE:', 'value': '400 / 500 / 600 / 700 / 800'}, {'key': 'damage_delay', 'header': 'DAMAGE DELAY:', 'value': '0'}, {'key': 'mana_cost_tooltip', 'header': 'MANA COST TOOLTIP:', 'value': '120 / 140 / 160 / 180 / 200'}, {'key': 'int_damage', 'header': 'INT DAMAGE:', 'value': '0'}, {'key': 'passive_spell_lifesteal', 'header': 'PASSIVE SPELL LIFESTEAL:', 'value': '11 / 12 / 13 / 14 / 15'}, {'key': 'dagon_spell_lifesteal', 'header': 'DAGON SPELL LIFESTEAL:', 'value': '75'}]",120,35,"A lesser wand that grows in power the longer it is used, it brings magic to the fingertips of the user.","",True,False
203,"Dagon","Active: Energy Burst Emits a powerful burst of magical damage upon a targeted enemy unit. Upgradable.

Damage: 400
Range: 700
Mana Cost: 120","/apps/dota2/images/dota_react/items/dagon_4.png?t=1593393829403","rare",6300,"Instantly kills illusions.","[{'key': 'bonus_int', 'header': 'BONUS INT:', 'value': '7 / 9 / 11 / 13 / 15'}, {'key': 'bonus_str', 'header': 'BONUS STR:', 'value': '7 / 9 / 11 / 13 / 15'}, {'key': 'bonus_agi', 'header': 'BONUS AGI:', 'value': '7 / 9 / 11 / 13 / 15'}, {'key': 'damage', 'header': 'DAMAGE:', 'value': '400 / 500 / 600 / 700 / 800'}, {'key': 'damage_delay', 'header': 'DAMAGE DELAY:', 'value': '0'}, {'key': 'mana_cost_tooltip', 'header': 'MANA COST TOOLTIP:', 'value': '120 / 140 / 160 / 180 / 200'}, {'key': 'int_damage', 'header': 'INT DAMAGE:', 'value': '0'}, {'key': 'passive_spell_lifesteal', 'header': 'PASSIVE SPELL LIFESTEAL:', 'value': '11 / 12 / 13 / 14 / 15'}, {'key': 'dagon_spell_lifesteal', 'header': 'DAGON SPELL LIFESTEAL:', 'value': '75'}]",120,35,"A lesser wand that grows in power the longer it is used, it brings magic to the fingertips of the user.","",True,False
204,"Dagon","Active: Energy Burst Emits a powerful burst of magical damage upon a targeted enemy unit.

Damage: 400
Range: 700
Mana Cost: 120","/apps/dota2/images/dota_react/items/dagon_5.png?t=1593393829403","rare",7450,"Instantly kills illusions.","[{'key': 'bonus_int', 'header': 'BONUS INT:', 'value': '7 / 9 / 11 / 13 / 15'}, {'key': 'bonus_str', 'header': 'BONUS STR:', 'value': '7 / 9 / 11 / 13 / 15'}, {'key': 'bonus_agi', 'header': 'BONUS AGI:', 'value': '7 / 9 / 11 / 13 / 15'}, {'key': 'damage', 'header': 'DAMAGE:', 'value': '400 / 500 / 600 / 700 / 800'}, {'key': 'damage_delay', 'header': 'DAMAGE DELAY:', 'value': '0'}, {'key': 'mana_cost_tooltip', 'header': 'MANA COST TOOLTIP:', 'value': '120 / 140 / 160 / 180 / 200'}, {'key': 'int_damage', 'header': 'INT DAMAGE:', 'value': '0'}, {'key': 'passive_spell_lifesteal', 'header': 'PASSIVE SPELL LIFESTEAL:', 'value': '11 / 12 / 13 / 14 / 15'}, {'key': 'dagon_spell_lifesteal', 'header': 'DAGON SPELL LIFESTEAL:', 'value': '75'}]",120,35,"A lesser wand that grows in power the longer it is used, it brings magic to the fingertips of the user.","",True,False
206,"Rod of Atos","Active: Cripple Roots the target for 2 seconds.

Range: 1100","/apps/dota2/images/dota_react/items/rod_of_atos.png?t=1593393829403","rare",2250,"","[{'key': 'bonus_intellect', 'header': 'BONUS INTELLECT:', 'value': '15'}, {'key': 'bonus_hp', 'header': 'BONUS HP:', 'value': '300'}, {'key': 'duration', 'header': 'DURATION:', 'value': '2.0'}]",50,18,"Atos, the Lord of Blight, has his essence stored in this deceptively simple wand.","['staff_of_wizardry', 'vitality_booster']",True,False
208,"Abyssal Blade","Passive: Damage Block  Grants a 60% chance to block 70 damage from incoming attacks on melee heroes, and 35 damage on ranged.","/apps/dota2/images/dota_react/items/abyssal_blade.png?t=1593393829403","epic",6250,"The stun is melee range.
Does not stack with other bashes, and does not grant bash to Clones and Tempest Doubles.
Multiple sources of damage block do not stack.","[{'key': 'bonus_damage', 'header': 'BONUS DAMAGE:', 'value': '35'}, {'key': 'bonus_health', 'header': 'BONUS HEALTH:', 'value': '250'}, {'key': 'bonus_health_regen', 'header': 'BONUS HEALTH REGEN:', 'value': '10'}, {'key': 'block_damage_melee', 'header': 'BLOCK DAMAGE MELEE:', 'value': '70'}, {'key': 'block_damage_ranged', 'header': 'BLOCK DAMAGE RANGED:', 'value': '35'}, {'key': 'block_chance', 'header': 'BLOCK CHANCE:', 'value': '60'}, {'key': 'bonus_strength', 'header': 'BONUS STRENGTH:', 'value': '10'}, {'key': 'bash_chance_melee', 'header': 'BASH CHANCE MELEE:', 'value': '25'}, {'key': 'bash_chance_ranged', 'header': 'BASH CHANCE RANGED:', 'value': '10'}, {'key': 'bash_duration', 'header': 'BASH DURATION:', 'value': '1.2'}, {'key': 'bash_cooldown', 'header': 'BASH COOLDOWN:', 'value': '2.3'}, {'key': 'bonus_chance_damage', 'header': 'BONUS CHANCE DAMAGE:', 'value': '120'}, {'key': 'stun_duration', 'header': 'STUN DURATION:', 'value': '1.6'}]",75,35,"The lost blade of the Commander of the Abyss, this edge cuts into an enemy's soul.","['basher', 'vanguard']",True,False
